Patch;MatchName;MatchId;SummonerName;championName
14.1.547.8890;LOLTMNT99_117100;scrim| game2mck;AEG Hid0;Aphelios
14.1.547.8890;LOLTMNT99_117100;scrim| game2mck;AEG Veignorem;Rell
14.1.547.8890;LOLTMNT99_117100;scrim| game2mck;Z10 Color;Olaf
14.1.547.8890;LOLTMNT99_117100;scrim| game2mck;DP Lotuss;LeeSin
14.1.547.8890;LOLTMNT99_117100;scrim| game2mck;Odi11;Senna
14.1.547.8890;LOLTMNT99_117100;scrim| game2mck;MCK Click;Chogath
14.1.547.8890;LOLTMNT99_117100;scrim| game2mck;Nano;Leblanc
14.1.547.8890;LOLTMNT99_117069;scrim| game2mck;AEG Agresivoo;Jayce
14.1.547.8890;LOLTMNT99_117069;scrim| game2mck;AEG Ryuzaki;Vi
14.1.547.8890;LOLTMNT99_117069;scrim| game2mck;AEG Nafkelah;Orianna
14.1.547.8890;LOLTMNT99_117069;scrim| game2mck;AEG Hid0;Aphelios
14.1.547.8890;LOLTMNT99_117069;scrim| game2mck;AEG Veignorem;Rell
14.1.547.8890;LOLTMNT99_117069;scrim| game2mck;Z10 Color;Olaf
14.1.547.8890;LOLTMNT99_117069;scrim| game2mck;DP Lotuss;LeeSin
14.1.547.8890;LOLTMNT99_117069;scrim| game2mck;Odi11;Senna
14.1.547.8890;LOLTMNT99_117069;scrim| game2mck;MCK Click;Chogath
14.1.547.8890;LOLTMNT99_117069;scrim| game2mck;Nano;Leblanc
14.1.547.8890;LOLTMNT99_117014;scrim| game1mck;Z10 Color;Aatrox
14.1.547.8890;LOLTMNT99_117014;scrim| game1mck;DP Lotuss;Poppy
14.1.547.8890;LOLTMNT99_117014;scrim| game1mck;Odi11;Lucian
14.1.547.8890;LOLTMNT99_117014;scrim| game1mck;MCK Click;Milio
14.1.547.8890;LOLTMNT99_117014;scrim| game1mck;Nano;Orianna
14.1.547.8890;LOLTMNT99_117014;scrim| game1mck;AEG Agresivoo;Jayce
14.1.547.8890;LOLTMNT99_117014;scrim| game1mck;AEG Ryuzaki;Vi
14.1.547.8890;LOLTMNT99_117014;scrim| game1mck;AEG Nafkelah;Syndra
14.1.547.8890;LOLTMNT99_117014;scrim| game1mck;AEG Hid0;Xayah
14.1.547.8890;LOLTMNT99_117014;scrim| game1mck;AEG Veignorem;Rell
