MatchId;SummonnerName;XPD@15;GD@15;XP/Min;Gold/Min;CS/Min;Kills;Deaths;Assists;KP%;Damage/Min;JungleProximity;botLanePresence;riverBotPresence
110853020184706729|game1;BLG Elk;-993;-182;414.2814692280212;390.9114214136642;9.474343708523126;1;0;2;0.6;365.15329618381764;0.122737035900583;0.7118748082233815;0.026388462718625345
110853020184706729|game2;BLG Elk;-310;1659;386.63719581615806;471.84771324076144;9.60118506192714;3;0;0;0.5;267.54084500210405;0.10611231771641327;0.5662426310890475;0.051194539249146756
110853020184706729|game2;GEN Peyz;-310;1659;406.2185600871937;367.05583154512243;8.653699693973804;1;0;0;0.5;264.41775187470864;0.20229599751784053;0.35681042506981075;0.016444306546695625
110853020184706729|game3;GEN Peyz;-51;-1392;362.5998246606978;367.2736422926246;9.031836775209856;1;0;0;0.5;163.42348199514404;0.21300527240773287;0.621792618629174;0.0
110853020184706729|game3;BLG Elk;-51;-1392;365.82096924486353;455.19194153103103;9.78975314795474;1;1;1;0.5;375.9641144710769;0.1282952548330404;0.664323374340949;0.04604569420035149
110853020184706741|game1;JDG Ruler;229;-7;414.2425966294771;415.00058857207443;11.243547148528044;0;0;0;0.0;439.60442224984587;0.12658629441624367;0.7595177664974619;0.03299492385786802
110853020184706741|game1;KT Aiming;229;-7;399.7775837249101;415.4427505385896;10.232891225064849;1;0;0;0.25;267.7343756815515;0.1811548223350254;0.7328680203045685;0.0015862944162436548
110853020184706741|game3;KT Aiming;-62;56;396.14483223923503;372.6415024795866;9.729873072542615;0;0;0;0.0;104.4068701987529;0.09977827050997783;0.7376201034737621;0.005543237250554324
110853020184706741|game3;JDG Ruler;-62;56;400.0620538658431;369.10336681684385;10.740768976183405;0;0;0;0.0;194.9095872841374;0.15077605321507762;0.6164079822616408;0.04988913525498891
110853020184706747|game1;LNG GALA;-1047;-440;376.70478044008394;351.8143421550943;9.918271093257284;0;0;0;0.0;43.58674606106653;0.07752515840477078;0.7171077152441298;0.0
110853020184706747|game1;T1 Gumayusi;-1047;-440;442.84764562887614;379.6107706967071;10.486834404335726;0;0;1;0.3333333333333333;25.941790336178922;0.1613865076407007;0.6921356690272084;0.04323518449496832
110853020184706753|game3;WBG Light;-641;-1369;347.48587678522716;299.52410546680795;7.962033183294895;0;0;0;0;231.89194863174654;0.19487549621075423;0.5828220858895705;0.0
110853020184706753|game3;BLG Elk;-641;-1369;387.9911408367512;386.03222791070243;9.73137389069376;0;0;1;1.0;173.08824468795498;0.22158065680259834;0.5763262360158787;0.05160591844099603
110853020184706741|game4;KT Aiming;290;147;408.31863398022404;369.60257479540155;9.28427520419071;1;0;1;0.6666666666666666;242.49829192795306;0.07416029265048221;0.4619221815763219;0.028599933488526772
110853020184706741|game4;JDG Ruler;290;147;390.00271691073215;360.31829959121086;9.221116869468323;1;0;0;0.3333333333333333;126.74924081760712;0.13535084802128367;0.440305952776854;0.016295310941137345
110853020184706747|game3;LNG GALA;-16;162;334.7142705467669;370.84496742405514;9.285336435247165;1;1;1;1.0;338.7922115703489;0.1343915343915344;0.6077601410934744;0.013403880070546737
110853020184706747|game3;T1 Gumayusi;-16;162;335.72491941046724;360.6121476790889;8.337853125528067;1;1;2;0.75;406.4483491273113;0.1474426807760141;0.48148148148148145;0.021869488536155203
110853020184706753|game1;WBG Light;-11;-179;415.6484899915597;345.0893162346338;9.917448773354844;0;0;0;0.0;160.92129070108317;0.10771756978653531;0.7852216748768472;0.011822660098522168
110853020184706753|game1;BLG Elk;-11;-179;416.34334309032977;356.3964712055288;9.222595674584758;0;0;1;1.0;46.64274679937977;0.15270935960591134;0.8298850574712644;0.002627257799671593
110853020184706753|game5;WBG Light;349;1047;365.277957584168;420.4833760397383;9.79043462312745;3;0;0;1.0;254.47624657651724;0.20285087719298245;0.7247807017543859;0.05007309941520468
110853020184706753|game5;BLG Elk;349;1047;343.23368865854553;354.3505692628709;9.032465491014356;0;1;0;0.0;152.8649421375807;0.20723684210526316;0.5091374269005848;0.007309941520467836
110853020184706741|game2;JDG Ruler;417;-214;412.7815689224298;362.54253841212187;9.921418603922456;0;0;2;0.6666666666666666;339.2168863385638;0.22327707454289733;0.6058368495077355;0.052742616033755275
110853020184706741|game2;KT Aiming;417;-214;386.4297755604192;376.06600071300977;9.795031105783316;0;0;0;0.0;237.8451799255268;0.1441631504922644;0.6346694796061885;0.06118143459915612
110853020184706747|game2;LNG GALA;153;-33;358.1094099410766;345.6040019748803;7.768511009303778;1;0;0;0.5;127.59164245478037;0.20048392671966817;0.561700656757691;0.0
110853020184706747|game2;T1 Gumayusi;153;-33;348.44614014901583;347.68823663591303;8.90536627895799;0;1;0;0.0;216.40498327977156;0.18631178707224336;0.5302454199792603;0.020048392671966817
110853020184706753|game2;BLG Elk;245;2245;398.0354339120724;465.58581950534204;9.794489959735072;3;0;2;0.625;507.03498778032093;0.08171491388787101;0.7768413338219128;0.0021986075485525836
110853020184706753|game2;WBG Light;245;2245;382.5538207499105;323.7236907336953;8.277923772421255;0;0;1;0.2;279.39267027647975;0.16636130450714548;0.572737266397948;0.0
110853020184706753|game4;BLG Elk;-11;1057;422.74357344128686;403.2265012474488;8.590038247126103;3;1;1;0.6666666666666666;242.58675972551902;0.13381245722108145;0.4483230663928816;0.0917180013689254
110853020184706753|game4;WBG Light;-11;1057;423.43835594656906;336.4642186944173;8.590038247126103;0;0;1;1.0;227.880812738103;0.06776180698151951;0.44490075290896647;0.01813826146475017
110853020184706759|game2;JDG Ruler;-207;-163;380.42438056583774;368.92699809108143;8.844140365197157;1;1;2;0.75;234.82335510699633;0.10196078431372549;0.6324420677361854;0.021033868092691622
110853020184706759|game2;T1 Gumayusi;-207;-163;393.50107382009355;379.22410437341813;9.539037108176935;1;0;3;1.0;270.43173903191246;0.18716577540106952;0.6310160427807486;0.09304812834224599
110853020184706759|game3;T1 Gumayusi;-625;-1317;352.63915595146557;314.1097120807161;7.64272575141095;0;1;0;0.0;112.72878613260546;0.1207250341997264;0.6203830369357045;0.02051983584131327
110853020184706759|game3;JDG Ruler;-625;-1317;392.11604516329896;397.2954130278915;10.042920615490422;0;1;1;0.2;183.94733026643095;0.1409028727770178;0.6740766073871409;0.011285909712722298
110853020184706765|game2;WBG Light;66;-140;372.91822699630325;358.44639612320486;9.289777896705063;0;0;0;0;185.0024171026016;0.22935103244837757;0.5110619469026548;0.036135693215339236
110853020184706765|game2;T1 Gumayusi;66;-140;368.74730630798666;367.29380364387634;8.27864560862832;1;0;0;0.3333333333333333;143.38351413304247;0.09107669616519173;0.5837020648967551;0.009587020648967551
110853020184706765|game3;WBG Light;374;82;419.96129561334317;361.0226841802431;9.602003148800867;1;0;0;0.3333333333333333;248.41069933347012;0.1197252208047105;0.6578344782466471;0.050049067713444556
110853020184706765|game3;T1 Gumayusi;374;82;396.33531418142525;355.84265616575846;9.34931885541137;0;0;0;0.0;158.96982100716303;0.14622178606476938;0.647693817468106;0.02191691200523389
110853020184706759|game1;T1 Gumayusi;782;1162;417.71690833466675;409.94748753848285;9.601235455446748;3;0;3;0.6;297.2534428533878;0.11885521885521885;0.5013468013468013;0.03367003367003367
110853020184706759|game1;JDG Ruler;782;1162;368.32107855730254;336.5485691225018;8.337915000782703;0;0;3;0.75;198.83132612159784;0.15925925925925927;0.41818181818181815;0.039057239057239054
110853020184706759|game4;JDG Ruler;-805;1095;390.1558917865176;453.0659238764272;9.853378520106322;2;0;1;1.0;204.57561796692067;0.16309272123225613;0.3171247357293869;0.029900332225913623
110853020184706759|game4;T1 Gumayusi;-805;1095;441.00185145757905;383.90278618721936;9.916541202927515;0;0;0;0.0;101.66960576740557;0.2612503775294473;0.4515252189670794;0.021141649048625793
110853020184706765|game1;WBG Light;-1658;-1503;286.6115833961497;262.0376565852389;1.452957112213234;0;0;2;0.5;250.14411500144885;0.20660405937594667;0.5383217206906998;0.009996970614965161
110853020184706765|game1;T1 Gumayusi;-1658;-1503;391.3508395722167;356.98524526595594;9.602151350278765;0;0;1;0.5;294.64032507130776;0.1675249924265374;0.6528324750075735;0.030899727355346865
110429332689456307|game1;FNC Noah;788;1334;441.68146182070024;438.46027569845575;10.421484513143934;0;0;1;0.5;134.5021457173416;0.1258452291510143;0.5875281743050338;0.06273478587528174
110429332689456307|game1;SK Exakick;788;1334;391.91097820641284;354.20415242249203;9.095113756925615;1;0;1;0.5;167.29201197868724;0.10330578512396695;0.5957926371149511;0.06649135987978963
110429332689456287|game2;BDS Crownie;-237;-762;400.59977756701886;348.78718803942337;9.604284888042093;0;0;1;0.3333333333333333;40.39610505113672;0.10524534686971235;0.6764805414551608;0.047038917089678514
110429332689456287|game2;TH Flakked;-237;-762;415.5748796621898;396.93498464921333;9.920215311990846;1;0;1;0.6666666666666666;199.00796782917058;0.08189509306260576;0.65414551607445;0.07715736040609138
110429332689456311|game5;G2 Hans Sama;667;226;417.02904127720115;365.5478736551292;9.727729832882304;0;0;0;0.0;172.78510304499343;0.11733931240657698;0.7507473841554559;0.0085949177877429
110429332689456311|game5;XL Patrik;667;226;374.8966010269901;351.2721142899902;9.096059064513323;1;1;0;0.3333333333333333;186.82674634727573;0.21449925261584454;0.6106128550074739;0.053811659192825115
110429332689456317|game2;FNC Noah;-615;-109;399.5914266848079;388.53553740894364;9.72918256276054;1;1;0;0.3333333333333333;241.70350276761383;0.15438351379671672;0.6849458609849808;0.10478519035976248
110429332689456317|game2;TH Flakked;-615;-109;438.4449804257022;395.42177701505335;10.17141813379511;1;0;2;0.375;234.2452813005859;0.06845965770171149;0.7090464547677262;0.06007684247293049
110429332689456323|game4;XL Patrik;592;807;375.54073219911595;399.42671516584414;9.478564669336595;2;1;1;0.75;321.49328999298035;0.21680117388114453;0.4812912692589875;0.03778429933969186
110429332689456323|game4;FNC Noah;592;807;338.13199697080086;348.4320372448133;8.02518475337165;0;1;4;0.5714285714285714;196.3942863588166;0.18892149669845928;0.4541452677916361;0.03631694790902421
110429332689456329|game1;G2 Hans Sama;576;697;370.4535244512771;407.7199489058812;8.716553516500637;3;0;1;0.6666666666666666;300.9659471400356;0.1726147123088128;0.6751638747268754;0.041879096868171886
110429332689456329|game1;XL Patrik;576;697;334.0713880345787;363.6950373044251;8.779716947779626;1;1;1;0.6666666666666666;351.135661339716;0.16860888565185725;0.5509832483612528;0.04333576110706482
110429332689456329|game3;XL Patrik;-1510;-1044;329.0021072274695;409.24652362441327;8.087626219534492;2;3;1;0.75;470.57919057903695;0.25648021828103684;0.3874488403819918;0.06855388813096862
110429332689456329|game3;G2 Hans Sama;-1510;-1044;424.41082278604046;475.2112249774915;7.834887900174039;4;1;5;0.6428571428571429;558.1608546062226;0.12994542974079126;0.38710777626193726;0.03171896316507503
110429332689456311|game2;G2 Hans Sama;-401;-27;332.4235142620926;382.44810542598725;8.084782410326403;2;3;2;0.8;518.0662100019662;0.2015065913370998;0.5664783427495292;0.061016949152542375
110429332689456311|game2;XL Patrik;-401;-27;357.7516216569433;384.15348921566545;7.642645872261677;2;0;4;0.5;260.56118389687407;0.13559322033898305;0.4406779661016949;0.044444444444444446
110429332689456317|game4;FNC Noah;1570;1354;408.6461793842398;421.46769011298795;8.968741494986407;3;2;3;0.8571428571428571;343.27320223896436;0.2746844840386043;0.4665924276169265;0.17223459539717892
110429332689456317|game4;TH Flakked;1570;1354;309.4847417284042;335.9488451537514;7.642378316150389;0;3;3;0.5;211.80984978374445;0.13251670378619154;0.505939123979213;0.06755753526354863
110429332689456323|game1;XL Patrik;-91;-17;408.6750930733182;378.8521734798416;8.908965387034302;2;1;1;0.375;289.4886804833651;0.2427664079040226;0.4453069865913903;0.04269583627381793
110429332689456323|game1;FNC Noah;-91;-17;414.42485087629774;379.9263040584202;9.856727662250716;1;2;1;1.0;277.4278810534147;0.20395201129146084;0.5511644318983768;0.025405786873676783
110429332689456329|game2;G2 Hans Sama;-1375;-136;333.6952736349687;365.8457363039445;7.5165128833165396;3;1;2;0.5555555555555556;474.8051332143339;0.1358070500927644;0.3484230055658627;0.04452690166975881
110429332689456329|game2;XL Patrik;-1375;-136;420.5457376228699;374.4360367420205;9.285104149979254;0;0;1;0.3333333333333333;252.50706820842078;0.33432282003710573;0.3421150278293135;0.07421150278293136
110429332689456307|game2;FNC Noah;-260;758;404.10650812847564;461.3938796309025;8.526786276546453;3;1;0;0.3333333333333333;259.96579369677136;0.10904947916666667;0.69921875;0.013671875
110429332689456307|game2;SK Exakick;-260;758;420.52846688330584;413.51755372258987;10.295304911682015;2;2;0;0.3333333333333333;197.61932828448542;0.1552734375;0.5615234375;0.037434895833333336
110429332689456287|game1;TH Flakked;-301;-814;393.600819569853;348.6882561427682;9.854233325773883;0;0;0;0.0;223.41635200146283;0.21137614678899083;0.5904587155963302;0.03302752293577982
110429332689456287|game1;BDS Crownie;-301;-814;412.61443643560904;400.10714029135755;9.79106516342918;1;0;1;0.6666666666666666;214.18655199925757;0.12697247706422018;0.7313761467889909;0.013211009174311927
110429332689456311|game1;G2 Hans Sama;-24;326;382.7021986587614;482.3727828283481;8.653276318905812;5;2;6;0.7857142857142857;478.6972005792086;0.2151580459770115;0.4267241379310345;0.04956896551724138
110429332689456311|game1;XL Patrik;-24;326;384.21810107959163;461.7817749454043;8.905926722377515;5;3;2;1.0;608.2234631887336;0.28089080459770116;0.3771551724137931;0.057112068965517244
110429332689456311|game3;G2 Hans Sama;756;1352;404.7039852910075;426.0573956919379;9.855420185044828;1;0;1;0.5;231.36003604171967;0.09077705156136529;0.7534495279593318;0.002541757443718228
110429332689456311|game3;XL Patrik;756;1352;356.94310285579024;340.6437540882161;8.844607858373562;0;0;1;0.3333333333333333;153.86807462298034;0.1692084241103849;0.603122730573711;0.0439360929557008
110429332689456311|game4;XL Patrik;752;-76;446.47140913535776;401.1103688411471;8.907948024350565;2;2;1;0.6;390.809196621;0.10974201001155179;0.5063534847901425;0.01809780515979977
110429332689456311|game4;G2 Hans Sama;752;-76;398.96235300548807;405.91181600320834;9.41336351509386;1;0;3;0.5714285714285714;272.3050891238966;0.21794378128609934;0.5602618405852907;0.03195995379283789
110429332689456317|game1;FNC Noah;313;-185;461.51123732779735;389.0367864495137;10.109775187903557;1;1;0;0.5;282.24451117575853;0.22206654991243432;0.5954465849387041;0.0070052539404553416
110429332689456317|game1;TH Flakked;313;-185;441.73398961646103;400.7262140105272;10.299333472676748;0;1;3;0.5;284.58980130846015;0.23572679509632224;0.5306479859894921;0.050788091068301226
110429332689456317|game3;TH Flakked;-441;513;374.8401144152955;376.4198519170457;9.352046010361384;0;0;0;0.0;164.17201379065526;0.23214285714285715;0.39705882352941174;0.06512605042016807
110429332689456317|game3;FNC Noah;-441;513;402.7066839461696;344.00363838113094;8.656961509591282;0;1;3;1.0;271.7299071741038;0.2664565826330532;0.46568627450980393;0.05427170868347339
110429332689456323|game2;FNC Noah;409;-471;382.12487403237975;366.205636430105;8.78084931236581;1;2;0;0.5;244.03996362437292;0.2796176169341072;0.46466370775008536;0.04199385455786958
110429332689456323|game2;XL Patrik;409;-471;356.28769871757675;395.9594495676899;8.528163001218592;1;0;2;0.375;147.97058373070846;0.16558552406964835;0.4175486514168658;0.021509047456469785
