MatchId;SummonnerName;XPD@15;GD@15;Kills;Deaths;Assists;WardPlaced;WardKilled;TotalDamageShieldedOnTeammates;TotalDamageDealtToBuilding;TotalDamageDealtToObjectives;TotalTimeCrowdControlDealt;TotalTimeCCOthers;JungleProximity;midLanePresence;topLanePresence;botLanePresence;jungleBlueEntryPresence;jungleRedEntryPresence
110853020184706759|game3;T1 Zeus;-714;-475;0;2;3;7;2;0.0;1904.059814453125;2373.905517578125;94.01766967773438;9.678274154663086;0.08378932968536251;0.0;0.7441860465116279;0.0;0.0;0.006839945280437756
110853020184706759|game3;T1 Oner;-602;-1117;1;1;2;4;3;0.0;0.0;16009.62890625;180.85205078125;7.5386857986450195;0.0;0.007523939808481532;0.04343365253077976;0.01265389876880985;0.059165526675786596;0.02222982216142271
110853020184706759|game3;T1 Faker;-356;-115;1;1;1;5;1;0.0;0.0;1869.128662109375;63.42024230957031;2.564631462097168;0.5170998632010944;0.6043091655266758;0.05471956224350205;0.0;0.026333789329685362;0.0006839945280437756
110853020184706759|game3;T1 Gumayusi;-625;-1317;0;1;0;8;3;0.0;350.5712890625;6844.79833984375;92.71475219726562;1.285846471786499;0.1207250341997264;0.05232558139534884;0.0;0.6333789329685362;0.013337893296853625;0.0
110853020184706759|game3;T1 Keria;-250;590;3;0;2;11;4;513.5562133789062;142.1465301513672;3402.1328125;69.02743530273438;7.584677696228027;0.27838577291381666;0.014705882352941176;0.042065663474692205;0.4418604651162791;0.05471956224350205;0.022913816689466484
110853020184706759|game3;JDG 369;-714;-475;1;2;2;7;1;0.0;944.14794921875;944.14794921875;12.683746337890625;7.641815185546875;0.28283173734610123;0.0560875512995896;0.7089603283173734;0.0;0.007523939808481532;0.007523939808481532
110853020184706759|game3;JDG Kanavi;-602;-1117;2;1;3;3;3;0.0;958.0526123046875;10629.0830078125;146.7303009033203;6.331592559814453;0.0;0.010259917920656635;0.05198358413132695;0.038303693570451436;0.018467852257181942;0.023255813953488372
110853020184706759|game3;JDG knight;-356;-115;1;0;2;4;1;0.0;0.0;4246.30419921875;259.5535583496094;12.54833984375;0.46443228454172364;0.5143638850889193;0.09233926128590972;0.03454172366621067;0.0030779753761969904;0.020861833105335157
110853020184706759|game3;JDG Ruler;-625;-1317;0;1;1;8;3;0.0;1750.157958984375;1750.157958984375;162.69573974609375;8.15795612335205;0.1409028727770178;0.051641586867305064;0.0;0.6918604651162791;0.0047879616963064295;0.0
110853020184706759|game3;JDG MISSING;-250;590;1;1;2;23;4;0.0;616.1405029296875;830.6937255859375;251.41094970703125;21.315439224243164;0.11183310533515732;0.040697674418604654;0.0;0.5318057455540356;0.02496580027359781;0.04001367989056088
110853020184706759|game1;T1 Zeus;2096;1624;4;2;1;7;0;0.0;2496.261962890625;5059.509765625;165.3213653564453;10.520115852355957;0.27037037037037037;0.015151515151515152;0.6643097643097643;0.0;0.011111111111111112;0.00909090909090909
110853020184706759|game1;T1 Oner;477;497;0;2;5;5;3;0.0;0.0;12183.947265625;227.12368774414062;12.81119441986084;0.0;0.02861952861952862;0.025925925925925925;0.0030303030303030303;0.027946127946127945;0.045454545454545456
110853020184706759|game1;T1 Faker;-850;-271;2;0;4;8;0;575.9808959960938;1147.820068359375;4354.45068359375;261.837890625;18.821626663208008;0.48383838383838385;0.6134680134680135;0.0;0.06734006734006734;0.02053872053872054;0.0030303030303030303
110853020184706759|game1;T1 Gumayusi;782;1162;3;0;3;8;3;0.0;454.50640869140625;1825.3056640625;45.580352783203125;9.197319030761719;0.11885521885521885;0.15286195286195287;0.0;0.5057239057239057;0.019865319865319864;0.012794612794612794
110853020184706759|game1;T1 Keria;348;735;1;0;6;22;6;130.5350799560547;0.0;0.0;101.29786682128906;21.44196319580078;0.12693602693602693;0.06835016835016836;0.015488215488215488;0.3511784511784512;0.019865319865319864;0.020202020202020204
110853020184706759|game1;JDG 369;2096;1624;2;5;2;7;0;0.0;783.3035888671875;946.76611328125;127.09983825683594;8.698233604431152;0.2367003367003367;0.01717171717171717;0.5754208754208754;0.0;0.0;0.08080808080808081
110853020184706759|game1;JDG Kanavi;477;497;1;2;2;7;3;0.0;0.0;19054.1953125;99.52496337890625;5.592472076416016;0.0;0.03737373737373737;0.05824915824915825;0.019865319865319864;0.04511784511784512;0.030976430976430977
110853020184706759|game1;JDG knight;-850;-271;1;1;1;2;6;0.0;134.27371215820312;953.2664794921875;44.28532791137695;0.6080816984176636;0.3797979797979798;0.530976430976431;0.03232323232323232;0.13872053872053872;0.007744107744107744;0.015824915824915825
110853020184706759|game1;JDG Ruler;782;1162;0;0;3;7;4;0.0;0.0;2557.067138671875;12.468109130859375;4.096099853515625;0.15925925925925927;0.14309764309764308;0.0;0.4636363636363636;0.005723905723905724;0.035016835016835016
110853020184706759|game1;JDG MISSING;348;735;0;2;3;12;5;0.0;0.0;0.0;19.412246704101562;8.159027099609375;0.22424242424242424;0.11380471380471381;0.0;0.4138047138047138;0.05387205387205387;0.019865319865319864
110853020184706759|game4;JDG 369;-223;-982;0;0;1;5;1;0.0;0.0;0.0;63.057167053222656;8.143342018127441;0.14285714285714285;0.05708245243128964;0.5744488070069466;0.12503775294472969;0.01570522500755059;0.0030202355783751134
110853020184706759|game4;JDG Kanavi;369;926;1;0;2;3;14;0.0;0.0;15315.1826171875;203.82009887695312;3.2230963706970215;0.0;0.007550588945937783;0.01630927212322561;0.014799154334038054;0.06221685291452733;0.018423437028088192
110853020184706759|game4;JDG knight;-16;-202;0;1;2;6;1;112.54705810546875;359.0726318359375;1887.8157958984375;119.16685485839844;8.674785614013672;0.3116883116883117;0.3838719420114769;0.132890365448505;0.1331923890063425;0.03956508607671398;0.0015101177891875567
110853020184706759|game4;JDG Ruler;-805;1095;2;0;1;8;3;0.0;1887.6796875;5354.974609375;42.326507568359375;2.1936943531036377;0.16309272123225613;0.21171851404409545;0.1655089096949562;0.34551495016611294;0.04077318030806403;0.004832376925400181
110853020184706759|game4;JDG MISSING;-170;179;0;0;3;20;7;618.2999877929688;0.0;52.555625915527344;90.91087341308594;11.682489395141602;0.3823618242222893;0.10812443370582905;0.07882814859559045;0.29658713379643614;0.06070673512533978;0.019933554817275746
