MatchId;SummonnerName;XPD@15;GD@15;XP/Min;Gold/Min;CS/Min;Kills;Deaths;Assists;KP%;WardPlaced;Damage/Min;TotalDamageDealtToBuilding;TotalDamageDealtToObjectives;JungleProximity;topLanePresence;jungleAllyTopPresence;jungleEnemyTopPresence;riverTopPresence
110853020184706753|game2;WBG TheShy;-1517;-1445;483.78461375310786;423.43791754957886;7.8355919677880586;3;1;1;0.8;7;573.1166318442832;1843.1524658203125;2084.781982421875;0.25100769512641996;0.7449615243679003;0.0;0.002565042139978014;0.04873580065958227
110853020184706753|game4;BLG Bin;127;186;452.0507627550112;344.1699882984569;7.010987098757334;0;0;1;0.16666666666666666;7;259.9276403738258;3217.44091796875;6204.083984375;0.14271047227926079;0.5646817248459959;0.009240246406570842;0.0;0.04483230663928816
110853020184706753|game4;WBG TheShy;127;186;444.02918292129783;332.4218477545932;8.337390063387101;0;1;0;0.0;7;454.57095306048194;1198.422119140625;3499.808837890625;0.26317590691307324;0.6718001368925394;0.021218343600273786;0.0;0.007529089664613279
110853020184706759|game2;JDG 369;-495;465;522.688695583152;372.0856196500804;9.412692245816976;0;0;0;0.0;6;128.7577222643498;3100.6787109375;3100.6787109375;0.19215686274509805;0.6677361853832442;0.0010695187165775401;0.006060606060606061;0.02459893048128342
110853020184706759|game2;T1 Zeus;-495;465;553.9590490172419;342.71043915138983;9.475864676996954;0;0;0;0.0;7;219.50209725329054;0.0;3616.199462890625;0.056327985739750445;0.6787878787878788;0.023172905525846704;0.0;0.021746880570409983
110853020184706759|game3;T1 Zeus;-714;-475;470.880334518749;341.2698118584575;7.5163997059330825;0;2;3;0.6;7;566.0501704257673;1904.059814453125;2373.905517578125;0.08378932968536251;0.7356361149110807;0.02667578659370725;0.0;0.0560875512995896
110853020184706759|game3;JDG 369;-714;-475;515.9787327543474;371.27224765945095;9.28496434262322;1;2;2;0.6;7;333.8048554737786;944.14794921875;944.14794921875;0.28283173734610123;0.6987004103967168;0.016415868673050615;0.002051983584131327;0.08618331053351573
110853020184706765|game2;WBG TheShy;-1709;-1845;417.21846036766544;248.54895556286402;5.561227584422078;0;3;0;0;4;321.2330373878727;0.0;0.0;0.13458702064896755;0.6806784660766961;0.008849557522123894;0.01696165191740413;0.032079646017699116
110853020184706765|game2;T1 Zeus;-1709;-1845;525.2200278878624;365.1451475317133;8.784211752666693;1;1;1;0.6666666666666666;7;511.21877097085445;254.30911254882812;254.30911254882812;0.21902654867256638;0.7949852507374632;0.0;0.007374631268436578;0.024336283185840708
110853020184706765|game3;WBG TheShy;-1005;-348;464.93909983667356;374.79397816997067;8.528094901895507;0;2;2;0.6666666666666666;9;363.84869520026905;538.0667114257812;1559.7791748046875;0.1498200850507033;0.7791952894995093;0.0;0.0;0.033366045142296366
110853020184706765|game3;T1 Zeus;-1005;-348;528.4260285507845;396.77751169485686;8.27541060850601;2;1;1;1.0;7;148.03650599471666;901.118408203125;1758.09814453125;0.16748446189074256;0.6983971213608112;0.016683022571148183;0.004579653254824992;0.038599934576382076
110853020184706759|game1;T1 Zeus;2096;1624;457.8273327702502;407.48401265188795;6.695598409719443;4;2;1;0.5;7;355.5455962455897;2496.261962890625;5059.509765625;0.27037037037037037;0.6602693602693602;0.013468013468013467;0.0013468013468013469;0.08653198653198653
110853020184706759|game1;JDG 369;2096;1624;325.4313491214582;304.90239173316746;4.232123523124553;2;5;2;1.0;7;485.4656445228336;783.3035888671875;946.76611328125;0.2367003367003367;0.5683501683501684;0.07744107744107744;0.0;0.04410774410774411
110853020184706759|game4;JDG 369;-223;-982;498.0377540451176;297.5593987706467;7.769009987006907;0;0;1;0.3333333333333333;5;248.08762838594456;0.0;0.0;0.14285714285714285;0.5711265478707339;0.001812141347025068;0.03503473270915131;0.07701600724856539
110853020184706759|game4;T1 Zeus;-223;-982;512.1230323142439;359.5851533010595;9.663890471642738;0;0;0;0.0;5;407.27593958181853;288.5977783203125;502.7196350097656;0.10359408033826638;0.7828450619148294;0.01389308366052552;0.005134400483237693;0.03835699184536394
110853020184706765|game1;WBG TheShy;-117;-298;535.0040775362556;360.7755681673817;8.212366286422627;1;1;1;0.5;6;350.8038541650686;968.1780395507812;2149.3935546875;0.23265677067555288;0.8712511360193881;0.0;0.0;0.002726446531354135
110853020184706765|game1;T1 Zeus;-117;-298;542.3952071940361;379.6008385777967;10.170699785492639;0;2;1;0.5;6;578.6102495839857;724.592041015625;1957.5924072265625;0.17843077855195397;0.8112693123295971;0.02726446531354135;0.016661617691608604;0.023932141775219632
