Player_Name,XPD@14,CSD@14,GD@14
T1 Zeus,2011,38.0,1598
T1 Oner,459,-3.0,366
T1 Faker,-801,-22.0,-304
T1 Gumayusi,809,19.0,1157
T1 Keria,371,-21.0,740
