Player_Name,XPD@14,CSD@14,GD@14
T1 Zeus,282.75,-2.25,201.0
T1 Oner,59.0,3.0,254.25
T1 Faker,-134.75,1.5,56.75
T1 Gumayusi,-257.5,-6.0,132.75
T1 Keria,123.75,-5.5,190.75
