Player_Name,XPD@30,CSD@30,GD@30
T1 Zeus,-1379,-71.0,1227
T1 Oner,-657,-4.0,-1591
T1 Faker,1718,31.0,907
T1 Gumayusi,-220,-19.0,-888
T1 Keria,2014,4.0,1020
