Player_Name,XPD@24,CSD@24,GD@24
T1 Zeus,4126,59.0,3354
T1 Oner,1177,-4.0,1472
T1 Faker,56,-26.0,1798
T1 Gumayusi,1467,11.0,1152
T1 Keria,2158,-19.0,2341
