Player_Name,XPD@37,CSD@37,GD@37
T1 Zeus,-1165,5.0,-1528
T1 Oner,-5024,-26.0,-5045
T1 Faker,-1410,24.0,-1530
T1 Gumayusi,-3192,38.0,-2450
T1 Keria,-3264,-4.0,-3571
