Player_Name,XPD@8,CSD@8,GD@8
T1 Zeus,-373,-8.0,-140
T1 Oner,-431,-2.0,-469
T1 Faker,-52,-6.0,-109
T1 Gumayusi,405,12.0,268
T1 Keria,-117,-1.0,166
