Player_Name,XPD@30,CSD@30,GD@30
WBG TheShy,-6425,-79.0,-5226
WBG Weiwei,-5810,0.0,-3451
WBG Xiaohu,1567,93.0,1084
WBG Light,-5075,-217.0,-5798
WBG Crisp,395,156.0,430
