Player_Name,XPD@30,CSD@30,GD@30
T1 Zeus,6425,79.0,5226
T1 Oner,5810,-0.0,3451
T1 Faker,-1567,-93.0,-1084
T1 Gumayusi,5075,217.0,5798
T1 Keria,-395,-156.0,-430
