Player_Name,XPD@30,CSD@30,GD@30
WBG TheShy,-5511.0,-60.666666666666664,-5353.333333333333
WBG Weiwei,-3628.3333333333335,-6.0,-2879.0
WBG Xiaohu,-1020.6666666666666,32.333333333333336,-1132.6666666666667
WBG Light,-2520.0,-63.333333333333336,-3290.3333333333335
WBG Crisp,-1316.6666666666667,45.333333333333336,-209.0
